PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
108.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,498.0,453.0,481.0,372.0,561.0,501.0,452.0,486.0,411.0,343.0,408.0,382.0,379.0,436,397,455,451,470,437
109.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,905.0,934.0,817.0,795.0,780.0,820.0,836.0,753.0,765.0,859.0,831.0,790.0,849.0,880,796,853,753,800,812
110.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,708.0,613.0,678.0,532.0,655.0,588.0,635.0,637.0,558.0,441.0,506.0,558.0,577.0,628,656,578,604,529,560
111.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,279.0,372.0,337.0,279.0,268.0,335.0,421.0,313.0,291.0,293.0,335.0,319.0,325.0,379,291,351,329,279,308
112.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,253.0,253.0,295.0,294.0,282.0,243.0,278.0,231.0,262.0,260.0,243.0,203.0,261.0,253,231,260,248,254,263
113.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1391.0,1192.0,1227.0,985.0,1054.0,1202.0,1161.0,1293.0,1243.0,1223.0,1357.0,1373.0,1480.0,1533,1570,1369,1409,1157,1320
114.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1106.0,872.0,950.0,637.0,819.0,969.0,999.0,1151.0,867.0,895.0,751.0,906.0,951.0,977,1091,1012,1056,994,1097
115.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,838.0,728.0,674.0,677.0,853.0,1041.0,1002.0,924.0,1073.0,998.0,903.0,769.0,810.0,922,945,866,836,879,844
120.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,2385.0,1629.0,1512.0,1212.0,1247.0,1499.0,1807.0,1742.0,1608.0,1531.0,1438.0,1360.0,1110.0,898,699,760,866,895,1070
121.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,,,,,,,,,,,,,,410,796,748,762,604,597
122.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,991.0,904.0,928.0,767.0,936.0,763.0,831.0,792.0,873.0,836.0,768.0,812.0,845.0,729,603,622,698,586,578
123.0,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,324.0,285.0,388.0,425.0,473.0,366.0,467.0,361.0,422.0,367.0,332.0,313.0,293.0,361,418,376,328,374,300
