PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
52.0,TOTAL VIOLATION OFFENSES,2246.0,2353.0,2282.0,2043.0,1857.0,1705.0,1478.0,1320.0,1164.0,1036.0,958.0,1094.0,1041.0,1024,1164,1065,1060,1168,1144
60.0,TOTAL VIOLATION OFFENSES,1171.0,1130.0,977.0,1015.0,961.0,908.0,1062.0,856.0,824.0,808.0,730.0,751.0,678.0,694,859,921,900,800,850
61.0,TOTAL VIOLATION OFFENSES,1437.0,1561.0,1264.0,1262.0,1259.0,1240.0,1149.0,1039.0,901.0,882.0,787.0,633.0,717.0,644,675,646,645,640,791
62.0,TOTAL VIOLATION OFFENSES,1473.0,1352.0,1068.0,978.0,870.0,1082.0,1115.0,993.0,872.0,797.0,811.0,781.0,829.0,840,946,840,730,737,886
63.0,TOTAL VIOLATION OFFENSES,1223.0,1331.0,1079.0,1100.0,1108.0,1085.0,995.0,883.0,775.0,746.0,711.0,592.0,522.0,535,594,722,756,709,630
66.0,TOTAL VIOLATION OFFENSES,1115.0,1075.0,766.0,769.0,669.0,782.0,751.0,719.0,639.0,651.0,604.0,655.0,659.0,587,533,598,555,580,595
67.0,TOTAL VIOLATION OFFENSES,2347.0,2513.0,1999.0,1845.0,1627.0,1353.0,1265.0,986.0,1019.0,1025.0,1133.0,1092.0,1134.0,1294,1673,1653,1876,1658,1854
68.0,TOTAL VIOLATION OFFENSES,1119.0,1255.0,930.0,978.0,881.0,896.0,838.0,782.0,849.0,750.0,694.0,720.0,730.0,768,631,793,752,649,493
69.0,TOTAL VIOLATION OFFENSES,1338.0,1401.0,1109.0,1066.0,1060.0,990.0,920.0,818.0,757.0,714.0,750.0,775.0,854.0,796,878,784,864,742,713
70.0,TOTAL VIOLATION OFFENSES,1641.0,1742.0,1414.0,1498.0,1426.0,1303.0,1175.0,936.0,812.0,755.0,737.0,637.0,906.0,884,964,1070,1064,965,916
71.0,TOTAL VIOLATION OFFENSES,2027.0,1935.0,1480.0,1515.0,1187.0,1007.0,853.0,958.0,1028.0,1007.0,989.0,951.0,1049.0,1032,1013,1115,1069,989,1065
72.0,TOTAL VIOLATION OFFENSES,1549.0,1413.0,1188.0,1027.0,1007.0,859.0,760.0,613.0,620.0,629.0,563.0,604.0,629.0,619,616,706,677,639,684
73.0,TOTAL VIOLATION OFFENSES,1490.0,1590.0,1549.0,1509.0,1538.0,1498.0,1333.0,1223.0,1255.0,1464.0,1316.0,1348.0,1472.0,1506,1487,1475,1348,1390,1684
75.0,TOTAL VIOLATION OFFENSES,2757.0,2726.0,2155.0,2281.0,2315.0,2104.0,1755.0,1617.0,1542.0,1696.0,1607.0,1657.0,1711.0,1890,2207,2094,2120,2185,2252
76.0,TOTAL VIOLATION OFFENSES,694.0,767.0,663.0,607.0,639.0,533.0,448.0,424.0,389.0,360.0,451.0,346.0,325.0,300,364,312,287,244,289
77.0,TOTAL VIOLATION OFFENSES,1455.0,1546.0,1262.0,1291.0,1051.0,891.0,837.0,926.0,883.0,857.0,935.0,933.0,1024.0,908,1104,1041,1006,877,924
78.0,TOTAL VIOLATION OFFENSES,827.0,741.0,533.0,495.0,509.0,420.0,385.0,396.0,365.0,317.0,329.0,311.0,394.0,384,442,487,527,553,578
79.0,TOTAL VIOLATION OFFENSES,1557.0,1734.0,1290.0,1331.0,1350.0,1344.0,1335.0,1180.0,1245.0,1029.0,1035.0,947.0,1148.0,1111,1075,930,1011,1032,1211
81.0,TOTAL VIOLATION OFFENSES,1178.0,1310.0,999.0,1073.0,1045.0,840.0,954.0,1029.0,925.0,923.0,892.0,782.0,936.0,963,939,933,813,827,897
83.0,TOTAL VIOLATION OFFENSES,1799.0,2122.0,1653.0,1548.0,1262.0,1148.0,1094.0,960.0,879.0,721.0,770.0,752.0,773.0,827,824,708,965,947,1027
84.0,TOTAL VIOLATION OFFENSES,1058.0,1052.0,898.0,815.0,743.0,730.0,708.0,645.0,649.0,627.0,712.0,665.0,686.0,603,675,676,736,758,762
88.0,TOTAL VIOLATION OFFENSES,1015.0,1104.0,994.0,911.0,828.0,683.0,656.0,670.0,618.0,488.0,584.0,526.0,609.0,561,586,541,501,528,615
90.0,TOTAL VIOLATION OFFENSES,944.0,1024.0,897.0,708.0,833.0,793.0,801.0,715.0,591.0,609.0,590.0,586.0,680.0,681,738,797,925,1022,991
94.0,TOTAL VIOLATION OFFENSES,709.0,722.0,616.0,634.0,579.0,475.0,406.0,385.0,325.0,297.0,311.0,295.0,298.0,257,374,434,474,474,505
100.0,TOTAL VIOLATION OFFENSES,596.0,619.0,646.0,625.0,621.0,599.0,556.0,533.0,530.0,558.0,461.0,424.0,383.0,354,487,466,551,390,351
101.0,TOTAL VIOLATION OFFENSES,1464.0,1528.0,1326.0,1064.0,1109.0,1188.0,1077.0,973.0,943.0,697.0,637.0,606.0,664.0,655,811,749,827,747,788
102.0,TOTAL VIOLATION OFFENSES,1746.0,1883.0,1686.0,1331.0,1027.0,1070.0,868.0,982.0,1058.0,1013.0,892.0,888.0,836.0,929,986,931,925,906,986
103.0,TOTAL VIOLATION OFFENSES,1954.0,1995.0,1913.0,1601.0,1457.0,1264.0,1300.0,1066.0,1203.0,1140.0,1111.0,1093.0,1076.0,1205,1355,1243,1070,1034,990
104.0,TOTAL VIOLATION OFFENSES,2426.0,2380.0,2091.0,1672.0,1466.0,1347.0,1186.0,980.0,1039.0,1034.0,992.0,928.0,946.0,949,1080,855,999,1013,1013
105.0,TOTAL VIOLATION OFFENSES,1973.0,1906.0,2062.0,1578.0,1421.0,1259.0,1012.0,997.0,1010.0,1005.0,930.0,956.0,1075.0,1066,1070,1222,1128,1241,1428
106.0,TOTAL VIOLATION OFFENSES,1984.0,1953.0,1848.0,1447.0,1168.0,1173.0,1278.0,1284.0,1033.0,1075.0,916.0,799.0,878.0,885,970,818,866,935,1005
